Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Total Revenue
17018,41,6,2287.7,3,3,3,333,Loyal,2287.7
17019,12,11,4012.2,4,3,4,434,Champions,4012.2
17020,543,2,935.62,1,1,3,113,Needs Attention,935.62
17021,443,6,1182.22,1,3,3,133,At Risk,1182.22
17022,32,2,260.0,3,1,1,311,Needs Attention,260.0
17023,418,3,800.18,1,2,2,122,At Risk,800.18
17024,46,3,95.85,3,2,1,321,Needs Attention,95.85
17025,61,5,1510.64,3,2,3,323,Loyal,1510.64
17026,186,3,208.98,2,2,1,221,Needs Attention,208.98
17027,79,9,1327.11,3,3,3,333,Loyal,1327.11
17028,582,3,1593.83,1,2,3,123,At Risk,1593.83
17029,111,7,2137.3,2,3,3,233,At Risk,2137.3
17030,64,1,146.87,3,1,1,311,Needs Attention,146.87
17031,12,6,2773.85,4,3,4,434,Champions,2773.85
17032,548,8,3004.6,1,3,4,134,At Risk,3004.6
17033,87,4,1332.79,3,2,3,323,Loyal,1332.79
17034,17,5,1283.92,4,2,3,423,Champions,1283.92
17035,246,4,613.59,2,2,2,222,At Risk,613.59
17036,384,1,176.9,1,1,1,111,Lost,176.9
17037,88,1,1267.32,3,1,3,313,Loyal,1267.32
17038,31,2,743.17,3,1,2,312,Needs Attention,743.17
17039,605,1,1954.99,1,1,3,113,Needs Attention,1954.99
17040,138,2,463.25,2,1,2,212,Needs Attention,463.25
17041,27,6,1686.28,3,3,3,333,Loyal,1686.28
17042,3,5,1044.38,4,2,3,423,Champions,1044.38
17043,33,8,2616.55,3,3,4,334,Loyal,2616.55
17044,26,12,11962.3,4,3,4,434,Champions,11962.3
17045,114,5,827.68,2,2,2,222,At Risk,827.68
17046,158,5,1906.07,2,2,3,223,At Risk,1906.07
17047,86,6,2289.23,3,3,3,333,Loyal,2289.23
17048,118,7,2071.68,2,3,3,233,At Risk,2071.68
17049,3,19,9947.48,4,3,4,434,Champions,9947.48
17050,97,11,4691.79,2,3,4,234,At Risk,4691.79
17051,195,4,714.39,2,2,2,222,At Risk,714.39
17052,29,1,413.75,3,1,2,312,Needs Attention,413.75
17053,131,1,498.48,2,1,2,212,Needs Attention,498.48
17054,29,5,1356.33,3,2,3,323,Loyal,1356.33
17055,446,1,239.55,1,1,1,111,Lost,239.55
17056,739,1,128.6,1,1,1,111,Lost,128.6
17057,597,1,294.74,1,1,1,111,Lost,294.74
17058,82,3,1179.89,3,2,3,323,Loyal,1179.89
17059,30,9,5602.53,3,3,4,334,Loyal,5602.53
17060,267,1,234.24,2,1,1,211,Lost,234.24
17061,74,11,5232.23,3,3,4,334,Loyal,5232.23
17062,314,6,1208.22,2,3,3,233,At Risk,1208.22
17063,22,13,3638.53,4,3,4,434,Champions,3638.53
17064,59,3,859.35,3,2,2,322,Needs Attention,859.35
17065,638,2,194.7,1,1,1,111,Lost,194.7
17066,727,1,228.34,1,1,1,111,Lost,228.34
17067,725,3,454.54,1,2,2,122,At Risk,454.54
17068,13,47,9161.08,4,3,4,434,Champions,9161.08
17069,29,14,5794.28,3,3,4,334,Loyal,5794.28
17070,115,2,445.32,2,1,2,212,Needs Attention,445.32
17071,29,13,3801.2,3,3,4,334,Loyal,3801.2
17072,626,1,282.05,1,1,1,111,Lost,282.05
17073,18,4,1446.09,4,2,3,423,Champions,1446.09
17074,563,1,203.05,1,1,1,111,Lost,203.05
17075,18,10,2241.73,4,3,3,433,Champions,2241.73
17076,37,6,1242.75,3,3,3,333,Loyal,1242.75
17077,579,1,306.0,1,1,1,111,Lost,306.0
17078,37,2,378.2,3,1,2,312,Needs Attention,378.2
17079,79,1,118.8,3,1,1,311,Needs Attention,118.8
17080,23,7,957.53,4,3,3,433,Champions,957.53
17081,26,6,964.39,4,3,3,433,Champions,964.39
17082,34,6,4732.03,3,3,4,334,Loyal,4732.03
17083,110,9,4049.79,2,3,4,234,At Risk,4049.79
17084,36,3,5202.97,3,2,4,324,Loyal,5202.97
17085,124,28,7891.41,2,3,4,234,At Risk,7891.41
17086,8,6,2050.08,4,3,3,433,Champions,2050.08
17087,738,1,221.53,1,1,1,111,Lost,221.53
17088,29,4,1991.01,3,2,3,323,Loyal,1991.01
17089,387,1,128.45,1,1,1,111,Lost,128.45
17090,5,13,3149.48,4,3,4,434,Champions,3149.48
17091,3,19,7811.1,4,3,4,434,Champions,7811.1
17092,51,11,5594.96,3,3,4,334,Loyal,5594.96
17093,593,1,235.88,1,1,1,111,Lost,235.88
17094,323,2,402.2,2,1,2,212,Needs Attention,402.2
17095,23,7,2572.25,4,3,4,434,Champions,2572.25
17096,16,11,3759.18,4,3,4,434,Champions,3759.18
17097,3,9,1340.45,4,3,3,433,Champions,1340.45
17098,382,3,591.07,1,2,2,122,At Risk,591.07
17099,534,1,582.17,1,1,2,112,Needs Attention,582.17
17100,19,2,971.74,4,1,3,413,Loyal,971.74
17101,11,7,2507.05,4,3,4,434,Champions,2507.05
17102,262,1,25.5,2,1,1,211,Lost,25.5
17103,723,1,424.3,1,1,2,112,Needs Attention,424.3
17104,424,1,474.03,1,1,2,112,Needs Attention,474.03
17105,160,2,665.78,2,1,2,212,Needs Attention,665.78
17106,390,1,491.23,1,1,2,112,Needs Attention,491.23
17107,34,10,16075.42,3,3,4,334,Loyal,16075.42
17108,664,1,174.95,1,1,1,111,Lost,174.95
17109,30,8,1295.46,3,3,3,333,Loyal,1295.46
17110,166,3,510.7,2,2,2,222,At Risk,510.7
17111,48,2,476.58,3,1,2,312,Needs Attention,476.58
17112,503,1,205.17,1,1,1,111,Lost,205.17
17113,575,6,2322.59,1,3,4,134,At Risk,2322.59
17114,6,8,808.62,4,3,2,432,Needs Attention,808.62
17115,9,7,2761.49,4,3,4,434,Champions,2761.49
17116,649,1,389.78,1,1,2,112,Needs Attention,389.78
17117,289,1,116.2,2,1,1,211,Lost,116.2
17118,318,1,157.02,2,1,1,211,Lost,157.02
17119,4,2,606.91,4,1,2,412,Needs Attention,606.91
17120,234,1,307.46,2,1,1,211,Lost,307.46
17121,403,1,314.74,1,1,1,111,Lost,314.74
17122,120,4,570.5,2,2,2,222,At Risk,570.5
17123,162,3,977.17,2,2,3,223,At Risk,977.17
17124,186,1,298.89,2,1,1,211,Lost,298.89
17125,51,1,259.35,3,1,1,311,Needs Attention,259.35
17126,153,9,2070.44,2,3,3,233,At Risk,2070.44
17127,429,5,1155.03,1,2,3,123,At Risk,1155.03
17128,335,1,157.09,2,1,1,211,Lost,157.09
17129,521,1,31.85,1,1,1,111,Lost,31.85
17131,6,5,2463.17,4,2,4,424,Champions,2463.17
17132,453,2,1272.8,1,1,3,113,Needs Attention,1272.8
17133,16,12,14622.33,4,3,4,434,Champions,14622.33
17134,107,3,637.1,2,2,2,222,At Risk,637.1
17135,17,10,1954.16,4,3,3,433,Champions,1954.16
17136,663,1,231.68,1,1,1,111,Lost,231.68
17137,417,6,1133.63,1,3,3,133,At Risk,1133.63
17138,276,7,4417.27,2,3,4,234,At Risk,4417.27
17139,16,25,19584.46,4,3,4,434,Champions,19584.46
17140,248,1,465.32,2,1,2,212,Needs Attention,465.32
17141,419,4,754.33,1,2,2,122,At Risk,754.33
17142,240,4,1283.75,2,2,3,223,At Risk,1283.75
17143,418,2,924.11,1,1,3,113,Needs Attention,924.11
17144,2,2,984.57,4,1,3,413,Loyal,984.57
17145,513,4,3120.91,1,2,4,124,At Risk,3120.91
17146,106,13,5860.24,2,3,4,234,At Risk,5860.24
17147,23,9,3199.95,4,3,4,434,Champions,3199.95
17148,52,1,124.88,3,1,1,311,Needs Attention,124.88
17149,452,1,143.1,1,1,1,111,Lost,143.1
17150,377,6,1375.65,2,3,3,233,At Risk,1375.65
17151,736,1,231.9,1,1,1,111,Lost,231.9
17152,195,4,2016.5,2,2,3,223,At Risk,2016.5
17153,25,1,213.78,4,1,1,411,Needs Attention,213.78
17154,76,1,329.34,3,1,1,311,Needs Attention,329.34
17155,18,7,892.46,4,3,2,432,Needs Attention,892.46
17156,492,1,591.87,1,1,2,112,Needs Attention,591.87
17157,8,19,5151.9,4,3,4,434,Champions,5151.9
17158,33,5,1980.0,3,2,3,323,Loyal,1980.0
17159,22,5,2099.59,4,2,3,423,Champions,2099.59
17160,32,17,10209.16,3,3,4,334,Loyal,10209.16
17161,445,1,856.01,1,1,2,112,Needs Attention,856.01
17162,29,10,1715.46,3,3,3,333,Loyal,1715.46
17163,22,4,699.78,4,2,2,422,Needs Attention,699.78
17164,33,7,2467.35,3,3,4,334,Loyal,2467.35
17165,285,6,1794.32,2,3,3,233,At Risk,1794.32
17166,39,2,206.34,3,1,1,311,Needs Attention,206.34
17167,380,3,867.11,2,2,2,222,At Risk,867.11
17168,499,1,400.2,1,1,2,112,Needs Attention,400.2
17169,58,3,1156.73,3,2,3,323,Loyal,1156.73
17170,375,2,178.68,2,1,1,211,Lost,178.68
17171,290,2,384.59,2,1,2,212,Needs Attention,384.59
17172,79,3,956.57,3,2,3,323,Loyal,956.57
17173,6,8,3766.6,4,3,4,434,Champions,3766.6
17174,218,1,59.9,2,1,1,211,Lost,59.9
17175,45,4,1443.69,3,2,3,323,Loyal,1443.69
17176,202,3,902.32,2,2,3,223,At Risk,902.32
17177,506,1,119.5,1,1,1,111,Lost,119.5
17178,732,1,436.71,1,1,2,112,Needs Attention,436.71
17179,179,6,1507.26,2,3,3,233,At Risk,1507.26
17180,57,11,2256.98,3,3,3,333,Loyal,2256.98
17181,58,3,465.37,3,2,2,322,Needs Attention,465.37
17182,423,2,321.3,1,1,1,111,Lost,321.3
17183,8,6,3347.31,4,3,4,434,Champions,3347.31
17184,570,2,198.41,1,1,1,111,Lost,198.41
17185,592,3,229.46,1,2,1,121,Needs Attention,229.46
17186,47,2,144.0,3,1,1,311,Needs Attention,144.0
17187,227,2,467.71,2,1,2,212,Needs Attention,467.71
17188,12,13,4592.93,4,3,4,434,Champions,4592.93
17189,107,5,957.63,2,2,3,223,At Risk,957.63
17190,59,7,1743.04,3,3,3,333,Loyal,1743.04
17191,29,15,4836.05,3,3,4,334,Loyal,4836.05
17192,537,1,77.83,1,1,1,111,Lost,77.83
17193,36,9,2310.04,3,3,4,334,Loyal,2310.04
17194,274,3,812.5,2,2,2,222,At Risk,812.5
17195,656,1,562.98,1,1,2,112,Needs Attention,562.98
17196,428,1,352.9,1,1,2,112,Needs Attention,352.9
17197,30,1,1013.01,3,1,3,313,Loyal,1013.01
17198,24,3,1213.88,4,2,3,423,Champions,1213.88
17199,583,1,145.12,1,1,1,111,Lost,145.12
17200,388,4,356.71,1,2,2,122,At Risk,356.71
17201,54,4,1242.04,3,2,3,323,Loyal,1242.04
17202,421,1,160.65,1,1,1,111,Lost,160.65
17203,36,10,5575.88,3,3,4,334,Loyal,5575.88
17204,176,9,5504.69,2,3,4,234,At Risk,5504.69
17205,54,3,999.35,3,2,3,323,Loyal,999.35
17206,54,1,204.24,3,1,1,311,Needs Attention,204.24
17207,653,1,303.22,1,1,1,111,Lost,303.22
17208,396,1,115.35,1,1,1,111,Lost,115.35
17209,650,3,611.6,1,2,2,122,At Risk,611.6
17210,393,1,253.37,1,1,1,111,Lost,253.37
17211,27,13,4046.65,3,3,4,334,Loyal,4046.65
17212,254,3,794.41,2,2,2,222,At Risk,794.41
17213,41,13,5182.3,3,3,4,334,Loyal,5182.3
17214,61,6,1069.12,3,3,3,333,Loyal,1069.12
17215,465,1,186.15,1,1,1,111,Lost,186.15
17216,555,1,65.05,1,1,1,111,Lost,65.05
17217,235,2,218.0,2,1,1,211,Lost,218.0
17218,5,18,4192.68,4,3,4,434,Champions,4192.68
17219,32,2,259.13,3,1,1,311,Needs Attention,259.13
17220,25,21,4481.75,4,3,4,434,Champions,4481.75
17221,8,5,978.52,4,2,3,423,Champions,978.52
17222,66,6,1605.01,3,3,3,333,Loyal,1605.01
17223,311,3,873.53,2,2,2,222,At Risk,873.53
17224,502,1,100.86,1,1,1,111,Lost,100.86
17225,582,1,131.15,1,1,1,111,Lost,131.15
17226,309,3,900.12,2,2,3,223,At Risk,900.12
17227,19,12,2022.03,4,3,3,433,Champions,2022.03
17228,16,13,3177.24,4,3,4,434,Champions,3177.24
17229,97,2,318.76,2,1,1,211,Lost,318.76
17230,265,18,9924.95,2,3,4,234,At Risk,9924.95
17231,13,25,7197.04,4,3,4,434,Champions,7197.04
17232,3,2,421.52,4,1,2,412,Needs Attention,421.52
17233,36,3,560.86,3,2,2,322,Needs Attention,560.86
17234,183,1,149.89,2,1,1,211,Lost,149.89
17235,26,8,1904.88,4,3,3,433,Champions,1904.88
17236,13,12,1929.26,4,3,3,433,Champions,1929.26
17237,12,4,1002.08,4,2,3,423,Champions,1002.08
17238,3,32,7783.1,4,3,4,434,Champions,7783.1
17239,313,4,1189.45,2,2,3,223,At Risk,1189.45
17240,597,1,130.6,1,1,1,111,Lost,130.6
17241,386,12,2744.14,1,3,4,134,At Risk,2744.14
17242,109,5,2889.28,2,2,4,224,At Risk,2889.28
17243,2,69,20889.86,4,3,4,434,Champions,20889.86
17244,54,5,1826.04,3,2,3,323,Loyal,1826.04
17245,205,2,371.63,2,1,2,212,Needs Attention,371.63
17246,547,2,38.92,1,1,1,111,Lost,38.92
17247,16,1,282.19,4,1,1,411,Needs Attention,282.19
17248,121,2,546.16,2,1,2,212,Needs Attention,546.16
17249,429,1,68.03,1,1,1,111,Lost,68.03
17250,4,2,384.52,4,1,2,412,Needs Attention,384.52
17251,363,3,812.43,2,2,2,222,At Risk,812.43
17252,117,2,353.86,2,1,2,212,Needs Attention,353.86
17253,19,1,178.26,4,1,1,411,Needs Attention,178.26
17254,5,3,470.73,4,2,2,422,Needs Attention,470.73
17255,41,4,799.13,3,2,2,322,Needs Attention,799.13
17256,108,5,498.93,2,2,2,222,At Risk,498.93
17257,437,2,192.73,1,1,1,111,Lost,192.73
17258,397,2,417.3,1,1,2,112,Needs Attention,417.3
17259,149,6,1889.34,2,3,3,233,At Risk,1889.34
17260,412,1,120.95,1,1,1,111,Lost,120.95
17261,510,1,230.44,1,1,1,111,Lost,230.44
17262,53,11,2757.62,3,3,4,334,Loyal,2757.62
17263,209,1,63.44,2,1,1,211,Lost,63.44
17264,425,1,279.59,1,1,1,111,Lost,279.59
17265,139,2,562.9,2,1,2,212,Needs Attention,562.9
17266,3,5,517.73,4,2,2,422,Needs Attention,517.73
17267,128,2,317.62,2,1,1,211,Lost,317.62
17268,108,11,1733.89,2,3,3,233,At Risk,1733.89
17269,386,1,537.46,1,1,2,112,Needs Attention,537.46
17270,470,2,604.4,1,1,2,112,Needs Attention,604.4
17271,737,1,210.39,1,1,1,111,Lost,210.39
17272,43,4,2148.63,3,2,3,323,Loyal,2148.63
17273,425,1,141.12,1,1,1,111,Lost,141.12
17274,36,2,577.38,3,1,2,312,Needs Attention,577.38
17275,384,1,114.52,1,1,1,111,Lost,114.52
17276,403,1,508.39,1,1,2,112,Needs Attention,508.39
17277,228,2,1065.35,2,1,3,213,Needs Attention,1065.35
17278,242,2,271.24,2,1,1,211,Lost,271.24
17279,58,1,187.83,3,1,1,311,Needs Attention,187.83
17280,439,1,118.86,1,1,1,111,Lost,118.86
17281,375,6,797.85,2,3,2,232,At Risk,797.85
17282,131,5,2339.66,2,2,4,224,At Risk,2339.66
17283,379,1,188.46,2,1,1,211,Lost,188.46
17284,61,8,2793.16,3,3,4,334,Loyal,2793.16
17285,629,2,428.34,1,1,2,112,Needs Attention,428.34
17286,22,3,395.48,4,2,2,422,Needs Attention,395.48
17287,27,21,4111.96,3,3,4,334,Loyal,4111.96
17288,10,11,2499.98,4,3,4,434,Champions,2499.98
17289,32,9,2079.39,3,3,3,333,Loyal,2079.39
17290,4,8,1501.44,4,3,3,433,Champions,1501.44
17291,309,1,550.8,2,1,2,212,Needs Attention,550.8
17292,473,2,271.75,1,1,1,111,Lost,271.75
17293,9,17,3774.23,4,3,4,434,Champions,3774.23
17294,670,2,467.79,1,1,2,112,Needs Attention,467.79
17295,29,3,556.95,3,2,2,322,Needs Attention,556.95
17296,731,1,338.13,1,1,1,111,Lost,338.13
17297,18,1,131.78,4,1,1,411,Needs Attention,131.78
17298,102,5,957.56,2,2,3,223,At Risk,957.56
17299,12,6,1016.08,4,3,3,433,Champions,1016.08
17300,391,2,393.64,1,1,2,112,Needs Attention,393.64
17301,22,2,330.43,4,1,1,411,Needs Attention,330.43
17302,15,5,1135.63,4,2,3,423,Champions,1135.63
17303,362,1,250.04,2,1,1,211,Lost,250.04
17304,535,1,111.5,1,1,1,111,Lost,111.5
17305,649,1,2135.46,1,1,3,113,Needs Attention,2135.46
17306,11,21,9782.35,4,3,4,434,Champions,9782.35
17307,396,11,3999.89,1,3,4,134,At Risk,3999.89
17308,394,2,4511.76,1,1,4,114,Needs Attention,4511.76
17309,96,3,330.59,3,2,1,321,Needs Attention,330.59
17310,388,2,1025.1,1,1,3,113,Needs Attention,1025.1
17311,79,6,3566.56,3,3,4,334,Loyal,3566.56
17312,139,3,644.3,2,2,2,222,At Risk,644.3
17313,32,1,2328.84,3,1,4,314,Loyal,2328.84
17314,25,17,4904.43,4,3,4,434,Champions,4904.43
17315,2,43,9650.6,4,3,4,434,Champions,9650.6
17316,421,1,124.45,1,1,1,111,Lost,124.45
17317,47,3,2600.34,3,2,4,324,Loyal,2600.34
17318,726,1,164.28,1,1,1,111,Lost,164.28
17319,670,1,29.1,1,1,1,111,Lost,29.1
17320,101,6,2895.77,2,3,4,234,At Risk,2895.77
17321,9,6,1741.18,4,3,3,433,Champions,1741.18
17322,377,5,922.59,2,2,3,223,At Risk,922.59
17323,16,12,1565.59,4,3,3,433,Champions,1565.59
17324,18,12,2301.87,4,3,3,433,Champions,2301.87
17325,281,3,609.57,2,2,2,222,At Risk,609.57
17326,409,2,321.95,1,1,1,111,Lost,321.95
17327,410,2,152.35,1,1,1,111,Lost,152.35
17328,674,1,104.7,1,1,1,111,Lost,104.7
17329,15,5,1004.43,4,2,3,423,Champions,1004.43
17330,23,4,423.8,4,2,2,422,Needs Attention,423.8
17331,124,1,175.2,2,1,1,211,Lost,175.2
17332,529,5,838.27,1,2,2,122,At Risk,838.27
17333,86,1,494.25,3,1,2,312,Needs Attention,494.25
17334,303,3,635.15,2,2,2,222,At Risk,635.15
17335,384,2,508.0,1,1,2,112,Needs Attention,508.0
17336,473,1,81.12,1,1,1,111,Lost,81.12
17337,152,4,2027.87,2,2,3,223,At Risk,2027.87
17338,18,17,12142.57,4,3,4,434,Champions,12142.57
17339,95,3,362.36,3,2,2,322,Needs Attention,362.36
17340,30,18,22404.82,3,3,4,334,Loyal,22404.82
17341,157,5,1889.83,2,2,3,223,At Risk,1889.83
17342,380,4,1227.54,2,2,3,223,At Risk,1227.54
17343,356,6,1259.94,2,3,3,233,At Risk,1259.94
17344,47,2,468.11,3,1,2,312,Needs Attention,468.11
17345,16,10,1604.68,4,3,3,433,Champions,1604.68
17346,4,26,5323.0,4,3,4,434,Champions,5323.0
17347,87,1,228.96,3,1,1,311,Needs Attention,228.96
17348,15,9,2476.41,4,3,4,434,Champions,2476.41
17349,180,5,852.25,2,2,2,222,At Risk,852.25
17350,9,7,1906.04,4,3,3,433,Champions,1906.04
17351,37,12,1988.23,3,3,3,333,Loyal,1988.23
17352,697,1,36.25,1,1,1,111,Lost,36.25
17353,130,4,3242.0,2,2,4,224,At Risk,3242.0
17354,51,4,3143.46,3,2,4,324,Loyal,3143.46
17355,387,1,285.11,1,1,1,111,Lost,285.11
17356,312,5,946.47,2,2,3,223,At Risk,946.47
17357,25,2,388.14,4,1,2,412,Needs Attention,388.14
17358,304,5,866.05,2,2,2,222,At Risk,866.05
17359,12,2,284.46,4,1,1,411,Needs Attention,284.46
17360,18,6,1231.38,4,3,3,433,Champions,1231.38
17361,50,5,880.64,3,2,2,322,Needs Attention,880.64
17362,240,7,1024.04,2,3,3,233,At Risk,1024.04
17363,396,3,940.86,1,2,3,123,At Risk,940.86
17364,1,28,12070.42,4,3,4,434,Champions,12070.42
17365,13,15,8224.98,4,3,4,434,Champions,8224.98
17366,433,2,1096.24,1,1,3,113,Needs Attention,1096.24
17367,239,1,168.4,2,1,1,211,Lost,168.4
17368,24,14,2826.14,4,3,4,434,Champions,2826.14
17369,456,1,979.2,1,1,3,113,Needs Attention,979.2
17370,73,4,446.18,3,2,2,322,Needs Attention,446.18
17371,18,6,662.55,4,3,2,432,Needs Attention,662.55
17372,41,28,4377.56,3,3,4,334,Loyal,4377.56
17373,41,7,1167.5,3,3,3,333,Loyal,1167.5
17374,219,3,727.11,2,2,2,222,At Risk,727.11
17375,200,4,660.55,2,2,2,222,At Risk,660.55
17376,71,4,453.64,3,2,2,322,Needs Attention,453.64
17377,24,78,18319.41,4,3,4,434,Champions,18319.41
17378,375,1,10.95,2,1,1,211,Lost,10.95
17379,12,1,404.66,4,1,2,412,Needs Attention,404.66
17380,435,3,645.0,1,2,2,122,At Risk,645.0
17381,9,38,40002.37,4,3,4,434,Champions,40002.37
17382,66,8,902.28,3,3,3,333,Loyal,902.28
17383,5,2,309.99,4,1,1,411,Needs Attention,309.99
17384,20,3,507.55,4,2,2,422,Needs Attention,507.55
17385,15,1,261.11,4,1,1,411,Needs Attention,261.11
17386,8,7,2812.77,4,3,4,434,Champions,2812.77
17387,20,2,784.11,4,1,2,412,Needs Attention,784.11
17388,78,11,2691.57,3,3,4,334,Loyal,2691.57
17389,1,61,57224.68,4,3,4,434,Champions,57224.68
17390,421,1,149.3,1,1,1,111,Lost,149.3
17391,164,2,508.8,2,1,2,212,Needs Attention,508.8
17392,307,3,626.56,2,2,2,222,At Risk,626.56
17393,411,2,381.15,1,1,2,112,Needs Attention,381.15
17394,220,1,203.87,2,1,1,211,Lost,203.87
17395,509,1,97.5,1,1,1,111,Lost,97.5
17396,40,14,8807.1,3,3,4,334,Loyal,8807.1
17397,23,3,1233.18,4,2,3,423,Champions,1233.18
17398,115,3,653.38,2,2,2,222,At Risk,653.38
17400,127,8,4677.05,2,3,4,234,At Risk,4677.05
17401,542,1,114.85,1,1,1,111,Lost,114.85
17402,5,23,5096.18,4,3,4,434,Champions,5096.18
17403,37,2,400.57,3,1,2,312,Needs Attention,400.57
17404,5,23,47781.12,4,3,4,434,Champions,47781.12
17405,2,3,1031.41,4,2,3,423,Champions,1031.41
17406,334,13,4905.05,2,3,4,234,At Risk,4905.05
17407,412,1,552.9,1,1,2,112,Needs Attention,552.9
17408,164,3,316.09,2,2,1,221,Needs Attention,316.09
17409,185,10,7793.51,2,3,4,234,At Risk,7793.51
17410,17,5,1214.72,4,2,3,423,Champions,1214.72
17411,13,5,1425.38,4,2,3,423,Champions,1425.38
17412,3,16,4417.52,4,3,4,434,Champions,4417.52
17413,405,2,560.14,1,1,2,112,Needs Attention,560.14
17414,44,6,2249.52,3,3,3,333,Loyal,2249.52
17415,80,1,507.84,3,1,2,312,Needs Attention,507.84
17416,30,22,17298.45,3,3,4,334,Loyal,17298.45
17417,549,1,164.18,1,1,1,111,Lost,164.18
17418,43,3,670.06,3,2,2,322,Needs Attention,670.06
17419,12,18,6500.52,4,3,4,434,Champions,6500.52
17420,51,6,1084.43,3,3,3,333,Loyal,1084.43
17421,387,3,1059.41,1,2,3,123,At Risk,1059.41
17422,17,11,3594.76,4,3,4,434,Champions,3594.76
17423,47,3,1118.95,3,2,3,323,Loyal,1118.95
17425,20,2,759.17,4,1,2,412,Needs Attention,759.17
17426,9,13,8077.77,4,3,4,434,Champions,8077.77
17427,72,1,100.8,3,1,1,311,Needs Attention,100.8
17428,1,45,31819.76,4,3,4,434,Champions,31819.76
17429,129,5,1357.46,2,2,3,223,At Risk,1357.46
17430,33,4,735.17,3,2,2,322,Needs Attention,735.17
17431,314,1,403.3,2,1,2,212,Needs Attention,403.3
17432,19,9,1751.39,4,3,3,433,Champions,1751.39
17433,89,2,569.96,3,1,2,312,Needs Attention,569.96
17434,3,7,2373.82,4,3,4,434,Champions,2373.82
17435,412,1,331.35,1,1,1,111,Lost,331.35
17436,2,5,534.06,4,2,2,422,Needs Attention,534.06
17437,530,1,373.17,1,1,2,112,Needs Attention,373.17
17438,254,5,1422.77,2,2,3,223,At Risk,1422.77
17439,656,1,325.74,1,1,1,111,Lost,325.74
17440,157,4,323.58,2,2,1,221,Needs Attention,323.58
17441,733,1,293.35,1,1,1,111,Lost,293.35
17442,37,15,4620.3,3,3,4,334,Loyal,4620.3
17443,220,1,534.24,2,1,2,212,Needs Attention,534.24
17444,148,3,2940.04,2,2,4,224,At Risk,2940.04
17446,177,2,120.9,2,1,1,211,Lost,120.9
17447,41,2,541.53,3,1,2,312,Needs Attention,541.53
17448,498,46,14556.97,1,3,4,134,At Risk,14556.97
17449,3,13,4951.15,4,3,4,434,Champions,4951.15
17450,9,51,246973.09,4,3,4,434,Champions,246973.09
17451,2,7,1721.4,4,3,3,433,Champions,1721.4
17453,18,2,486.72,4,1,2,412,Needs Attention,486.72
17454,193,10,1547.94,2,3,3,233,At Risk,1547.94
17455,204,1,131.7,2,1,1,211,Lost,131.7
17456,366,2,1225.42,2,1,3,213,Needs Attention,1225.42
17457,127,14,5984.81,2,3,4,234,At Risk,5984.81
17458,16,2,529.58,4,1,2,412,Needs Attention,529.58
17459,44,2,657.3,3,1,2,312,Needs Attention,657.3
17460,95,16,2228.27,3,3,3,333,Loyal,2228.27
17461,23,3,757.46,4,2,2,422,Needs Attention,757.46
17462,61,2,675.69,3,1,2,312,Needs Attention,675.69
17463,17,7,2557.91,4,3,4,434,Champions,2557.91
17464,159,3,1000.94,2,2,3,223,At Risk,1000.94
17465,426,7,2542.79,1,3,4,134,At Risk,2542.79
17466,11,2,763.28,4,1,2,412,Needs Attention,763.28
17467,396,1,102.6,1,1,1,111,Lost,102.6
17468,11,3,194.8,4,2,1,421,Needs Attention,194.8
17469,17,17,5051.25,4,3,4,434,Champions,5051.25
17470,45,11,2804.87,3,3,4,334,Loyal,2804.87
17471,475,1,321.65,1,1,1,111,Lost,321.65
17472,192,4,935.1,2,2,3,223,At Risk,935.1
17473,409,2,607.0,1,1,2,112,Needs Attention,607.0
17474,600,1,1047.0,1,1,3,113,Needs Attention,1047.0
17475,80,1,194.37,3,1,1,311,Needs Attention,194.37
17476,396,2,489.86,1,1,2,112,Needs Attention,489.86
17477,613,2,1144.3,1,1,3,113,Needs Attention,1144.3
17478,409,2,1272.8,1,1,3,113,Needs Attention,1272.8
17479,633,1,389.26,1,1,2,112,Needs Attention,389.26
17480,78,2,902.03,3,1,3,313,Loyal,902.03
17481,4,4,1255.59,4,2,3,423,Champions,1255.59
17482,488,2,778.19,1,1,2,112,Needs Attention,778.19
17483,66,4,591.73,3,2,2,322,Needs Attention,591.73
17484,577,2,209.57,1,1,1,111,Lost,209.57
17486,262,1,396.87,2,1,2,212,Needs Attention,396.87
17487,729,1,160.55,1,1,1,111,Lost,160.55
17488,642,1,336.5,1,1,1,111,Lost,336.5
17489,59,2,376.64,3,1,2,312,Needs Attention,376.64
17490,1,9,2750.5,4,3,4,434,Champions,2750.5
17491,2,17,5981.07,4,3,4,434,Champions,5981.07
17492,249,3,1122.42,2,2,3,223,At Risk,1122.42
17493,386,1,100.91,1,1,1,111,Lost,100.91
17494,502,1,54.7,1,1,1,111,Lost,54.7
17495,8,3,806.72,4,2,2,422,Needs Attention,806.72
17496,359,4,1412.89,2,2,3,223,At Risk,1412.89
17497,391,2,287.25,1,1,1,111,Lost,287.25
17498,76,1,272.22,3,1,1,311,Needs Attention,272.22
17499,290,2,1341.39,2,1,3,213,Needs Attention,1341.39
17500,18,3,1138.0,4,2,3,423,Champions,1138.0
17501,221,2,288.6,2,1,1,211,Lost,288.6
17502,10,4,689.1,4,2,2,422,Needs Attention,689.1
